"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"1",22112,"Root Cellar Cafe / Darkside Fermentation",1319486213,3.5,3.5,4,"Oatmeal Stout",3.5,3,"Oatmeal Stout",8,74481
"2",22112,"Root Cellar Cafe / Darkside Fermentation",1288497455,3.5,3.5,3,"Belgian Pale Ale",3.5,3,"Belgian Blonde",7,60598
"3",22112,"Root Cellar Cafe / Darkside Fermentation",1280548058,4,3.5,4,"Belgian Pale Ale",4,3.5,"Belgian Blonde",7,60598
"4",22112,"Root Cellar Cafe / Darkside Fermentation",1291779040,4,4,4,"Quadrupel (Quad)",3.5,4,"Quadrupel",11,57872
"5",22112,"Root Cellar Cafe / Darkside Fermentation",1272329309,4,4,4,"Quadrupel (Quad)",4,4,"Quadrupel",11,57872
"6",22112,"Root Cellar Cafe / Darkside Fermentation",1326093531,4.5,4.5,4,"Belgian Strong Pale Ale",4.5,4,"Golden Mean",8,60659
"7",22112,"Root Cellar Cafe / Darkside Fermentation",1320797821,4,4,3.5,"Belgian Strong Pale Ale",3.5,4,"Golden Mean",8,60659
"8",22112,"Root Cellar Cafe / Darkside Fermentation",1314049369,4,4,3.5,"Belgian Strong Pale Ale",3.5,4,"Golden Mean",8,60659
"9",22112,"Root Cellar Cafe / Darkside Fermentation",1308676650,4,4,4,"Belgian Strong Pale Ale",4,4,"Golden Mean",8,60659
"10",22112,"Root Cellar Cafe / Darkside Fermentation",1280715768,4,4,4,"Belgian Strong Pale Ale",4,4,"Golden Mean",8,60659
"11",22112,"Root Cellar Cafe / Darkside Fermentation",1312065778,3,4,4,"Tripel",4,3,"Trippel",9,56041
"12",22112,"Root Cellar Cafe / Darkside Fermentation",1301864522,4,4,3.5,"Quadrupel (Quad)",4,3.5,"Mark Of The Yeast",11,67136
"13",22112,"Root Cellar Cafe / Darkside Fermentation",1294880896,4,4,4,"Tripel",4,4,"Trippel",9,56041
"14",22112,"Root Cellar Cafe / Darkside Fermentation",1280812119,4,3.5,4,"Tripel",3.5,4,"Trippel",9,56041
"15",22112,"Root Cellar Cafe / Darkside Fermentation",1270079983,3.5,3.5,4,"Tripel",4,3.5,"Trippel",9,56041
"16",22112,"Root Cellar Cafe / Darkside Fermentation",1265949405,4,4,4,"Tripel",4,4,"Trippel",9,56041
"17",22112,"Root Cellar Cafe / Darkside Fermentation",1323646286,4,3.5,3.5,"Quadrupel (Quad)",3,4,"Mark Of The Yeast",11,67136
"18",22112,"Root Cellar Cafe / Darkside Fermentation",1316566489,4.5,4.5,4,"Quadrupel (Quad)",4,4,"Mark Of The Yeast",11,67136
"19",22112,"Root Cellar Cafe / Darkside Fermentation",1308677110,4,4,4,"Quadrupel (Quad)",3.5,4.5,"Mark Of The Yeast",11,67136
"20",22112,"Root Cellar Cafe / Darkside Fermentation",1301959011,3.5,4,3.5,"Quadrupel (Quad)",4,4,"Mark Of The Yeast",11,67136
"21",22112,"Root Cellar Cafe / Darkside Fermentation",1300043659,3,4,4.5,"Quadrupel (Quad)",3.5,3,"Mark Of The Yeast",11,67136
"22",22112,"Root Cellar Cafe / Darkside Fermentation",1310953396,4,4,4.5,"Belgian Pale Ale",4,3.5,"Belgian Pale Ale",NA,57219
"23",22112,"Root Cellar Cafe / Darkside Fermentation",1309231669,4,3.5,4,"Belgian Pale Ale",4,4,"Belgian Pale Ale",NA,57219
"24",22112,"Root Cellar Cafe / Darkside Fermentation",1296589669,3.5,3,3.5,"Belgian Pale Ale",3,3,"Belgian Pale Ale",NA,57219
"25",22112,"Root Cellar Cafe / Darkside Fermentation",1296323011,4,4,4,"Belgian Pale Ale",4,4,"Belgian Pale Ale",NA,57219
"26",22112,"Root Cellar Cafe / Darkside Fermentation",1292111645,4,3.5,4,"Belgian Pale Ale",3.5,4,"Belgian Pale Ale",NA,57219
"27",22112,"Root Cellar Cafe / Darkside Fermentation",1291915306,4,3.5,3,"Belgian Pale Ale",5,4,"Belgian Pale Ale",NA,57219
"28",22112,"Root Cellar Cafe / Darkside Fermentation",1270079941,3.5,4,3.5,"Belgian Pale Ale",3.5,4,"Belgian Pale Ale",NA,57219
"29",22112,"Root Cellar Cafe / Darkside Fermentation",1310317931,4,4,4,"Dubbel",4,4,"Dubbel",8,57220
"30",22112,"Root Cellar Cafe / Darkside Fermentation",1301958696,4,4,4,"Dubbel",4,4,"Dubbel",8,57220
"31",22112,"Root Cellar Cafe / Darkside Fermentation",1289009170,4,4,4,"Dubbel",4,4,"Dubbel",8,57220
"32",22112,"Root Cellar Cafe / Darkside Fermentation",1270080235,3.5,3.5,4,"Dubbel",4.5,4,"Dubbel",8,57220
